grid,id,name,year,month,paramerter,day,value,date
cty,47079,WI: Milwaukee County,2020,09,PRCP,17,0,2020-09-17
cty,47079,WI: Milwaukee County,2020,09,PRCP,18,0,2020-09-18
cty,47079,WI: Milwaukee County,2020,09,PRCP,19,0,2020-09-19
cty,47079,WI: Milwaukee County,2020,09,PRCP,20,0,2020-09-20
cty,47079,WI: Milwaukee County,2020,09,PRCP,21,0,2020-09-21
cty,47079,WI: Milwaukee County,2020,09,PRCP,22,0,2020-09-22
cty,47079,WI: Milwaukee County,2020,09,PRCP,23,0,2020-09-23
cty,47079,WI: Milwaukee County,2020,09,PRCP,24,0,2020-09-24
cty,47079,WI: Milwaukee County,2020,09,PRCP,25,0,2020-09-25
cty,47079,WI: Milwaukee County,2020,09,PRCP,26,0,2020-09-26
cty,47079,WI: Milwaukee County,2020,09,PRCP,27,0,2020-09-27
cty,47079,WI: Milwaukee County,2020,09,PRCP,28,6.73,2020-09-28
cty,47079,WI: Milwaukee County,2020,09,PRCP,29,3.98,2020-09-29
cty,47079,WI: Milwaukee County,2020,09,PRCP,30,0,2020-09-30
cty,47117,WI: Sheboygan County,2020,09,PRCP,01,1.67,2020-09-01
cty,47117,WI: Sheboygan County,2020,09,PRCP,02,9.98,2020-09-02
cty,47117,WI: Sheboygan County,2020,09,PRCP,03,0,2020-09-03
cty,47117,WI: Sheboygan County,2020,09,PRCP,04,0,2020-09-04
cty,47117,WI: Sheboygan County,2020,09,PRCP,05,0,2020-09-05
cty,47117,WI: Sheboygan County,2020,09,PRCP,06,0.1,2020-09-06
cty,47117,WI: Sheboygan County,2020,09,PRCP,07,0,2020-09-07
cty,47117,WI: Sheboygan County,2020,09,PRCP,08,1.76,2020-09-08
cty,47117,WI: Sheboygan County,2020,09,PRCP,09,11.68,2020-09-09
cty,47117,WI: Sheboygan County,2020,09,PRCP,10,7.37,2020-09-10
cty,47117,WI: Sheboygan County,2020,09,PRCP,11,2.73,2020-09-11
cty,47117,WI: Sheboygan County,2020,09,PRCP,12,13.21,2020-09-12
cty,47117,WI: Sheboygan County,2020,09,PRCP,13,5.77,2020-09-13
cty,47117,WI: Sheboygan County,2020,09,PRCP,14,0,2020-09-14
cty,47117,WI: Sheboygan County,2020,09,PRCP,15,0,2020-09-15
cty,47117,WI: Sheboygan County,2020,09,PRCP,16,0,2020-09-16
cty,47117,WI: Sheboygan County,2020,09,PRCP,17,0,2020-09-17
cty,47117,WI: Sheboygan County,2020,09,PRCP,18,0,2020-09-18
cty,47117,WI: Sheboygan County,2020,09,PRCP,19,0,2020-09-19
cty,47117,WI: Sheboygan County,2020,09,PRCP,20,0,2020-09-20
cty,47117,WI: Sheboygan County,2020,09,PRCP,21,0,2020-09-21
cty,47117,WI: Sheboygan County,2020,09,PRCP,22,0.01,2020-09-22
cty,47117,WI: Sheboygan County,2020,09,PRCP,23,0,2020-09-23
cty,47117,WI: Sheboygan County,2020,09,PRCP,24,0,2020-09-24
cty,47117,WI: Sheboygan County,2020,09,PRCP,25,0.38,2020-09-25
cty,47117,WI: Sheboygan County,2020,09,PRCP,26,0,2020-09-26
cty,47117,WI: Sheboygan County,2020,09,PRCP,27,0,2020-09-27
cty,47117,WI: Sheboygan County,2020,09,PRCP,28,4.03,2020-09-28
cty,47117,WI: Sheboygan County,2020,09,PRCP,29,5.82,2020-09-29
cty,47117,WI: Sheboygan County,2020,09,PRCP,30,0.01,2020-09-30
cty,47079,WI: Milwaukee County,2020,10,PRCP,01,2.09,2020-10-01
cty,47079,WI: Milwaukee County,2020,10,PRCP,02,4.53,2020-10-02
cty,47079,WI: Milwaukee County,2020,10,PRCP,03,0,2020-10-03
cty,47079,WI: Milwaukee County,2020,10,PRCP,04,2.26,2020-10-04
cty,47079,WI: Milwaukee County,2020,10,PRCP,05,0,2020-10-05
cty,47079,WI: Milwaukee County,2020,10,PRCP,06,0,2020-10-06
cty,47079,WI: Milwaukee County,2020,10,PRCP,07,0,2020-10-07
cty,47079,WI: Milwaukee County,2020,10,PRCP,08,0,2020-10-08
cty,47079,WI: Milwaukee County,2020,10,PRCP,09,0,2020-10-09
cty,47079,WI: Milwaukee County,2020,10,PRCP,10,0,2020-10-10
cty,47079,WI: Milwaukee County,2020,10,PRCP,11,0,2020-10-11
cty,47079,WI: Milwaukee County,2020,10,PRCP,12,0,2020-10-12
cty,47079,WI: Milwaukee County,2020,10,PRCP,13,9.53,2020-10-13
cty,47079,WI: Milwaukee County,2020,10,PRCP,14,0,2020-10-14
cty,47079,WI: Milwaukee County,2020,10,PRCP,15,0,2020-10-15
cty,47079,WI: Milwaukee County,2020,10,PRCP,16,0,2020-10-16
cty,47079,WI: Milwaukee County,2020,10,PRCP,17,0.13,2020-10-17
cty,47079,WI: Milwaukee County,2020,10,PRCP,18,0.05,2020-10-18
cty,47079,WI: Milwaukee County,2020,10,PRCP,19,3.02,2020-10-19
cty,47079,WI: Milwaukee County,2020,10,PRCP,20,0.53,2020-10-20
cty,47079,WI: Milwaukee County,2020,10,PRCP,21,3.44,2020-10-21
cty,47079,WI: Milwaukee County,2020,10,PRCP,22,14.85,2020-10-22
cty,47079,WI: Milwaukee County,2020,10,PRCP,23,24.67,2020-10-23
cty,47079,WI: Milwaukee County,2020,10,PRCP,24,6.85,2020-10-24
cty,47079,WI: Milwaukee County,2020,10,PRCP,25,0.01,2020-10-25
cty,47079,WI: Milwaukee County,2020,10,PRCP,26,0.72,2020-10-26
cty,47079,WI: Milwaukee County,2020,10,PRCP,27,0.01,2020-10-27
cty,47079,WI: Milwaukee County,2020,10,PRCP,28,0,2020-10-28
cty,47079,WI: Milwaukee County,2020,10,PRCP,29,0,2020-10-29
cty,47079,WI: Milwaukee County,2020,10,PRCP,30,0,2020-10-30
cty,47079,WI: Milwaukee County,2020,10,PRCP,31,0,2020-10-31
cty,47117,WI: Sheboygan County,2020,10,PRCP,01,1.76,2020-10-01
cty,47117,WI: Sheboygan County,2020,10,PRCP,02,2.26,2020-10-02
cty,47117,WI: Sheboygan County,2020,10,PRCP,03,0,2020-10-03
cty,47117,WI: Sheboygan County,2020,10,PRCP,04,4.37,2020-10-04
cty,47117,WI: Sheboygan County,2020,10,PRCP,05,0,2020-10-05
cty,47117,WI: Sheboygan County,2020,10,PRCP,06,0,2020-10-06
cty,47117,WI: Sheboygan County,2020,10,PRCP,07,0,2020-10-07
cty,47117,WI: Sheboygan County,2020,10,PRCP,08,0,2020-10-08
cty,47117,WI: Sheboygan County,2020,10,PRCP,09,0,2020-10-09
cty,47117,WI: Sheboygan County,2020,10,PRCP,10,0,2020-10-10
cty,47117,WI: Sheboygan County,2020,10,PRCP,11,0,2020-10-11
cty,47117,WI: Sheboygan County,2020,10,PRCP,12,0,2020-10-12
cty,47117,WI: Sheboygan County,2020,10,PRCP,13,13.3,2020-10-13
cty,47117,WI: Sheboygan County,2020,10,PRCP,14,0,2020-10-14
cty,47117,WI: Sheboygan County,2020,10,PRCP,15,0.68,2020-10-15
cty,47117,WI: Sheboygan County,2020,10,PRCP,16,0,2020-10-16
cty,47117,WI: Sheboygan County,2020,10,PRCP,17,0.82,2020-10-17
cty,47117,WI: Sheboygan County,2020,10,PRCP,18,1.15,2020-10-18
cty,47117,WI: Sheboygan County,2020,10,PRCP,19,0.7,2020-10-19
cty,47117,WI: Sheboygan County,2020,10,PRCP,20,0,2020-10-20
cty,47117,WI: Sheboygan County,2020,10,PRCP,21,4.49,2020-10-21
cty,47117,WI: Sheboygan County,2020,10,PRCP,22,1.66,2020-10-22
cty,47117,WI: Sheboygan County,2020,10,PRCP,23,63.98,2020-10-23
cty,47117,WI: Sheboygan County,2020,10,PRCP,24,4.07,2020-10-24
cty,47117,WI: Sheboygan County,2020,10,PRCP,25,0,2020-10-25
cty,47117,WI: Sheboygan County,2020,10,PRCP,26,1.71,2020-10-26
cty,47117,WI: Sheboygan County,2020,10,PRCP,27,0,2020-10-27
cty,47117,WI: Sheboygan County,2020,10,PRCP,28,0,2020-10-28
cty,47117,WI: Sheboygan County,2020,10,PRCP,29,0,2020-10-29
cty,47117,WI: Sheboygan County,2020,10,PRCP,30,0,2020-10-30
cty,47117,WI: Sheboygan County,2020,10,PRCP,31,0,2020-10-31
cty,47079,WI: Milwaukee County,2020,11,PRCP,01,0,2020-11-01
cty,47079,WI: Milwaukee County,2020,11,PRCP,02,0,2020-11-02
cty,47079,WI: Milwaukee County,2020,11,PRCP,03,0,2020-11-03
cty,47079,WI: Milwaukee County,2020,11,PRCP,04,0,2020-11-04
cty,47079,WI: Milwaukee County,2020,11,PRCP,05,0,2020-11-05
cty,47079,WI: Milwaukee County,2020,11,PRCP,06,0,2020-11-06
cty,47079,WI: Milwaukee County,2020,11,PRCP,07,0,2020-11-07
cty,47079,WI: Milwaukee County,2020,11,PRCP,08,0,2020-11-08
cty,47079,WI: Milwaukee County,2020,11,PRCP,09,0,2020-11-09
cty,47079,WI: Milwaukee County,2020,11,PRCP,10,0,2020-11-10
cty,47079,WI: Milwaukee County,2020,11,PRCP,11,9.92,2020-11-11
cty,47079,WI: Milwaukee County,2020,11,PRCP,12,0,2020-11-12
cty,47079,WI: Milwaukee County,2020,11,PRCP,13,0.01,2020-11-13
cty,47079,WI: Milwaukee County,2020,11,PRCP,14,0,2020-11-14
cty,47079,WI: Milwaukee County,2020,11,PRCP,15,6.42,2020-11-15
cty,47079,WI: Milwaukee County,2020,11,PRCP,16,0.96,2020-11-16
cty,47079,WI: Milwaukee County,2020,11,PRCP,17,0,2020-11-17
cty,47079,WI: Milwaukee County,2020,11,PRCP,18,0,2020-11-18
cty,47079,WI: Milwaukee County,2020,11,PRCP,19,0,2020-11-19
cty,47079,WI: Milwaukee County,2020,11,PRCP,20,0,2020-11-20
cty,47079,WI: Milwaukee County,2020,11,PRCP,21,0,2020-11-21
cty,47079,WI: Milwaukee County,2020,11,PRCP,22,0,2020-11-22
cty,47079,WI: Milwaukee County,2020,11,PRCP,23,0,2020-11-23
cty,47079,WI: Milwaukee County,2020,11,PRCP,24,0.74,2020-11-24
cty,47079,WI: Milwaukee County,2020,11,PRCP,25,14.49,2020-11-25
cty,47079,WI: Milwaukee County,2020,11,PRCP,26,14.27,2020-11-26
cty,47079,WI: Milwaukee County,2020,11,PRCP,27,0,2020-11-27
cty,47079,WI: Milwaukee County,2020,11,PRCP,28,0,2020-11-28
cty,47079,WI: Milwaukee County,2020,11,PRCP,29,0,2020-11-29
cty,47079,WI: Milwaukee County,2020,11,PRCP,30,0,2020-11-30
cty,47117,WI: Sheboygan County,2020,11,PRCP,01,0,2020-11-01
cty,47117,WI: Sheboygan County,2020,11,PRCP,02,0,2020-11-02
cty,47117,WI: Sheboygan County,2020,11,PRCP,03,0,2020-11-03
cty,47117,WI: Sheboygan County,2020,11,PRCP,04,0,2020-11-04
cty,47117,WI: Sheboygan County,2020,11,PRCP,05,0,2020-11-05
cty,47117,WI: Sheboygan County,2020,11,PRCP,06,0,2020-11-06
cty,47117,WI: Sheboygan County,2020,11,PRCP,07,0,2020-11-07
cty,47117,WI: Sheboygan County,2020,11,PRCP,08,0,2020-11-08
cty,47117,WI: Sheboygan County,2020,11,PRCP,09,0,2020-11-09
cty,47117,WI: Sheboygan County,2020,11,PRCP,10,0,2020-11-10
cty,47117,WI: Sheboygan County,2020,11,PRCP,11,16.73,2020-11-11
cty,47117,WI: Sheboygan County,2020,11,PRCP,12,0,2020-11-12
cty,47117,WI: Sheboygan County,2020,11,PRCP,13,0.52,2020-11-13
cty,47117,WI: Sheboygan County,2020,11,PRCP,14,0,2020-11-14
cty,47117,WI: Sheboygan County,2020,11,PRCP,15,10.02,2020-11-15
cty,47117,WI: Sheboygan County,2020,11,PRCP,16,1.9,2020-11-16
cty,47117,WI: Sheboygan County,2020,11,PRCP,17,0,2020-11-17
cty,47117,WI: Sheboygan County,2020,11,PRCP,18,0,2020-11-18
cty,47117,WI: Sheboygan County,2020,11,PRCP,19,0,2020-11-19
cty,47117,WI: Sheboygan County,2020,11,PRCP,20,0,2020-11-20
cty,47117,WI: Sheboygan County,2020,11,PRCP,21,0,2020-11-21
cty,47117,WI: Sheboygan County,2020,11,PRCP,22,0,2020-11-22
cty,47117,WI: Sheboygan County,2020,11,PRCP,23,0,2020-11-23
cty,47117,WI: Sheboygan County,2020,11,PRCP,24,0,2020-11-24
cty,47117,WI: Sheboygan County,2020,11,PRCP,25,18.47,2020-11-25
cty,47117,WI: Sheboygan County,2020,11,PRCP,26,6.56,2020-11-26
cty,47117,WI: Sheboygan County,2020,11,PRCP,27,0,2020-11-27
cty,47117,WI: Sheboygan County,2020,11,PRCP,28,0,2020-11-28
cty,47117,WI: Sheboygan County,2020,11,PRCP,29,0,2020-11-29
cty,47117,WI: Sheboygan County,2020,11,PRCP,30,0,2020-11-30
cty,47079,WI: Milwaukee County,2020,12,PRCP,01,0,2020-12-01
cty,47079,WI: Milwaukee County,2020,12,PRCP,02,0,2020-12-02
cty,47079,WI: Milwaukee County,2020,12,PRCP,03,0,2020-12-03
cty,47079,WI: Milwaukee County,2020,12,PRCP,04,0,2020-12-04
cty,47079,WI: Milwaukee County,2020,12,PRCP,05,0,2020-12-05
cty,47079,WI: Milwaukee County,2020,12,PRCP,06,0,2020-12-06
cty,47079,WI: Milwaukee County,2020,12,PRCP,07,0,2020-12-07
cty,47079,WI: Milwaukee County,2020,12,PRCP,08,0,2020-12-08
cty,47079,WI: Milwaukee County,2020,12,PRCP,09,0,2020-12-09
cty,47079,WI: Milwaukee County,2020,12,PRCP,10,0,2020-12-10
cty,47079,WI: Milwaukee County,2020,12,PRCP,11,0,2020-12-11
cty,47079,WI: Milwaukee County,2020,12,PRCP,12,22.55,2020-12-12
cty,47079,WI: Milwaukee County,2020,12,PRCP,13,6.06,2020-12-13
cty,47079,WI: Milwaukee County,2020,12,PRCP,14,0,2020-12-14
cty,47079,WI: Milwaukee County,2020,12,PRCP,15,0,2020-12-15
cty,47079,WI: Milwaukee County,2020,12,PRCP,16,0,2020-12-16
cty,47079,WI: Milwaukee County,2020,12,PRCP,17,0,2020-12-17
cty,47079,WI: Milwaukee County,2020,12,PRCP,18,0,2020-12-18
cty,47079,WI: Milwaukee County,2020,12,PRCP,19,0,2020-12-19
cty,47079,WI: Milwaukee County,2020,12,PRCP,20,0,2020-12-20
cty,47079,WI: Milwaukee County,2020,12,PRCP,21,0,2020-12-21
cty,47079,WI: Milwaukee County,2020,12,PRCP,22,0,2020-12-22
cty,47079,WI: Milwaukee County,2020,12,PRCP,23,0,2020-12-23
cty,47079,WI: Milwaukee County,2020,12,PRCP,24,0.67,2020-12-24
cty,47079,WI: Milwaukee County,2020,12,PRCP,25,0,2020-12-25
cty,47079,WI: Milwaukee County,2020,12,PRCP,26,0,2020-12-26
cty,47079,WI: Milwaukee County,2020,12,PRCP,27,0,2020-12-27
cty,47079,WI: Milwaukee County,2020,12,PRCP,28,0.19,2020-12-28
cty,47079,WI: Milwaukee County,2020,12,PRCP,29,0,2020-12-29
cty,47079,WI: Milwaukee County,2020,12,PRCP,30,14.36,2020-12-30
cty,47079,WI: Milwaukee County,2020,12,PRCP,31,0,2020-12-31
cty,47117,WI: Sheboygan County,2020,12,PRCP,01,0,2020-12-01
cty,47117,WI: Sheboygan County,2020,12,PRCP,02,0,2020-12-02
cty,47117,WI: Sheboygan County,2020,12,PRCP,03,0,2020-12-03
cty,47117,WI: Sheboygan County,2020,12,PRCP,04,0,2020-12-04
cty,47117,WI: Sheboygan County,2020,12,PRCP,05,0,2020-12-05
cty,47117,WI: Sheboygan County,2020,12,PRCP,06,0,2020-12-06
cty,47117,WI: Sheboygan County,2020,12,PRCP,07,0,2020-12-07
cty,47117,WI: Sheboygan County,2020,12,PRCP,08,0,2020-12-08
cty,47117,WI: Sheboygan County,2020,12,PRCP,09,0,2020-12-09
cty,47117,WI: Sheboygan County,2020,12,PRCP,10,0,2020-12-10
cty,47117,WI: Sheboygan County,2020,12,PRCP,11,0,2020-12-11
cty,47117,WI: Sheboygan County,2020,12,PRCP,12,9.85,2020-12-12
cty,47117,WI: Sheboygan County,2020,12,PRCP,13,3.81,2020-12-13
cty,47117,WI: Sheboygan County,2020,12,PRCP,14,0,2020-12-14
cty,47117,WI: Sheboygan County,2020,12,PRCP,15,0,2020-12-15
cty,47117,WI: Sheboygan County,2020,12,PRCP,16,0,2020-12-16
cty,47117,WI: Sheboygan County,2020,12,PRCP,17,0,2020-12-17
cty,47117,WI: Sheboygan County,2020,12,PRCP,18,0,2020-12-18
cty,47117,WI: Sheboygan County,2020,12,PRCP,19,0.33,2020-12-19
cty,47117,WI: Sheboygan County,2020,12,PRCP,20,0,2020-12-20
cty,47117,WI: Sheboygan County,2020,12,PRCP,21,0,2020-12-21
cty,47117,WI: Sheboygan County,2020,12,PRCP,22,0,2020-12-22
cty,47117,WI: Sheboygan County,2020,12,PRCP,23,0,2020-12-23
